gesetzKuerzel;gesetzName;paragraf;absatz;titel;inhalt;mangelVorgefunden;rechtsgrundlage;handlungsaufforderung
BImSchG;Gesetz zum Schutz vor schädlichen Umwelteinwirkungen durch Luftverunreinigungen, Geräusche, Erschütterungen und ähnliche Vorgänge;§ 37a;2;Pflichten für Inverkehrbringer von Kraftstoffen;(2) (weggefallen);;;
BImSchG;Gesetz zum Schutz vor schädlichen Umwelteinwirkungen durch Luftverunreinigungen, Geräusche, Erschütterungen und ähnliche Vorgänge;§ 37a;3;Pflichten für Inverkehrbringer von Kraftstoffen;(3) Verpflichteter nach Absatz 1 Satz 1 und 2 ist der jeweilige Steuerschuldner im Sinne des Energiesteuergesetzes. Abweichend von Satz 1 ist in den Fällen des § 7 Absatz 4 Satz 1 des Energiesteuergesetzes der Dritte (Einlagerer) Verpflichteter. In den Fällen des § 22 Absatz 1 des Energiesteuergesetzes gilt allein derjenige als Verpflichteter im Sinne von Satz 1, der eine der dort jeweils genannten Handlungen zuerst vornimmt.;;;
BImSchG;Gesetz zum Schutz vor schädlichen Umwelteinwirkungen durch Luftverunreinigungen, Geräusche, Erschütterungen und ähnliche Vorgänge;§ 37a;4;Pflichten für Inverkehrbringer von Kraftstoffen;"(4) Verpflichtete nach Absatz 1 haben sicherzustellen, dass die Treibhausgasemissionen der von ihnen in Verkehr gebrachten fossilen Otto- und fossilen Dieselkraftstoffe zuzüglich der Treibhausgasemissionen der von ihnen eingesetzten Erfüllungsoptionen um einen festgelegten Prozentsatz gegenüber dem Referenzwert nach Satz 3 gemindert werden. Die Höhe des in Satz 1 genannten Prozentsatzes beträgt 1. ab dem Kalenderjahr 2020 6 Prozent, 2. ab dem Kalenderjahr 2022 7 Prozent, 3. ab dem Kalenderjahr 2023 8 Prozent, 4. ab dem Kalenderjahr 2024 9,25 Prozent, 5. ab dem Kalenderjahr 2025 10,5 Prozent, 6. ab dem Kalenderjahr 2026 12 Prozent, 7. ab dem Kalenderjahr 2027 14,5 Prozent, 8. ab dem Kalenderjahr 2028 17,5 Prozent, 9. ab dem Kalenderjahr 2029 21 Prozent, 10. ab dem Kalenderjahr 2030 25 Prozent. Der Referenzwert, gegenüber dem die Treibhausgasminderung zu erfolgen hat, berechnet sich durch Multiplikation des Basiswertes mit der vom Verpflichteten in Verkehr gebrachten energetischen Menge an fossilen Otto- und fossilen Dieselkraftstoffen zuzüglich der energetischen Menge an eingesetzten Erfüllungsoptionen. Der Basiswert wird festgelegt durch eine Verordnung nach § 37d Absatz 2 Satz 1 Nummer 6. Die Treibhausgasemissionen von fossilen Otto- und fossilen Dieselkraftstoffen berechnen sich durch Multiplikation der Werte, die durch eine Verordnung nach § 37d Absatz 2 Satz 1 Nummer 9 festgelegt werden, mit der vom Verpflichteten in Verkehr gebrachten energetischen Menge fossilen Otto- und fossilen Dieselkraftstoffs. Die Treibhausgasemissionen von Biokraftstoffen berechnen sich durch Multiplikation der in den anerkannten Nachweisen nach § 8 der Biokraftstoff-Nachhaltigkeitsverordnung vom 2. Dezember 2021 (BGBl. I S. 5126, 5143), in der jeweils geltenden Fassung ausgewiesenen Treibhausgasemissionen in Kilogramm Kohlenstoffdioxid-Äquivalent pro Gigajoule mit der vom Verpflichteten in Verkehr gebrachten energetischen Menge Biokraftstoffs. Biokraftstoffe werden wie fossile Otto- oder fossile Dieselkraftstoffe behandelt, sofern 1. für die Biokraftstoffe anerkannte Nachweise nach § 8 der Biokraftstoff-Nachhaltigkeitsverordnung nicht vorgelegt werden, 2. für die Biokraftstoffe anerkannte Nachweise nach § 8 der Biokraftstoff-Nachhaltigkeitsverordnung vorgelegt werden, die keine Treibhausgasemissionen ausweisen, 3. für die Biokraftstoffe anerkannte Nachweise nach § 8 der Biokraftstoff-Nachhaltigkeitsverordnung vorgelegt werden, die unwirksam im Sinne der Biokraftstoff-Nachhaltigkeitsverordnung sind und nicht anerkannt werden dürfen, 4. die Biokraftstoffe nach § 37b Absatz 8 Satz 1 von der Anrechenbarkeit ausgeschlossen sind oder 5. die Europäische Kommission nach Artikel 30 Absatz 10 der Richtlinie (EU) 2018/2001 des Europäischen Parlaments und des Rates vom 11. Dezember 2018 zur Förderung der Nutzung von Energie aus erneuerbaren Quellen (ABl. L 328 vom 21.12.2018, S. 82; L 311 vom 25.9.2020, S. 11) in der jeweils geltenden Fassung oder nach Artikel 7c Absatz 8 der Richtlinie 98/70/EG des Europäischen Parlaments und des Rates vom 13. Oktober 1998 über die Qualität von Otto- und Dieselkraftstoffen und zur Änderung der Richtlinie 93/12/EWG des Rates (ABl. L 350 vom 28.12.1998, S. 58), die zuletzt durch die Verordnung (EU) 2018/1999 (ABl. L 328 vom 21.12.2018, S. 1) geändert worden ist, in der jeweils geltenden Fassung entschieden hat, dass die Bundesrepublik Deutschland den Biokraftstoff für die in Artikel 25 Absatz 1 Unterabsatz 1 und 4 der Richtlinie (EU) 2018/2001 oder für die in Artikel 7a der Richtlinie 98/70/EG genannten Zwecke nicht berücksichtigen darf. Satz 7 erster Halbsatz gilt entsprechend für die in § 37b Absatz 2 bis 6 genannten Energieerzeugnisse, wenn diese keine Biokraftstoffe im Sinne dieses Gesetzes sind. Bei der Berechnung des Referenzwertes nach den Sätzen 3 und 4 sowie der Treibhausgasemissionen nach den Sätzen 5 und 6 sind Kraftstoffmengen, für die dem Verpflichteten eine Steuerentlastung nach § 8 Absatz 7, nach § 46 Absatz 1 Satz 1 Nummer 1 oder Nummer 3 oder nach § 47 Absatz 1 Nummer 1, 2 oder Nummer 6 des Energiesteuergesetzes gewährt wurde oder wird, nicht zu berücksichtigen. In den Fällen des Absatzes 5 Satz 1 Nummer 2 und 3 gilt Satz 9 unabhängig von der Person des Entlastungsberechtigten.";;;
BImSchG;Gesetz zum Schutz vor schädlichen Umwelteinwirkungen durch Luftverunreinigungen, Geräusche, Erschütterungen und ähnliche Vorgänge;§ 37a;5;Pflichten für Inverkehrbringer von Kraftstoffen;(5) Die Verpflichtungen nach Absatz 1 Satz 1 und 2 in Verbindung mit dem Absatz 4 können von Verpflichteten erfüllt werden durch folgende Optionen (Erfüllungsoptionen): 1. Inverkehrbringen von Biokraftstoff, der fossilem Otto- oder fossilem Dieselkraftstoff, welcher nach § 2 Absatz 1 Nummer 1 und 4 des Energiesteuergesetzes zu versteuern ist, beigemischt wurde, 2. Inverkehrbringen von reinem Biokraftstoff, der nach § 2 Absatz 1 Nummer 1 und 4 des Energiesteuergesetzes zu versteuern ist, 3. Inverkehrbringen von a) Biokraftstoff nach § 37b Absatz 6, der fossilem Erdgaskraftstoff, welcher nach § 2 Absatz 1 Nummer 7 oder Absatz 2 Nummer 1 des Energiesteuergesetzes zu versteuern ist, zugemischt wurde, und b) reinem Biokraftstoff nach § 37b Absatz 6, der nach § 2 Absatz 1 Nummer 7 oder Absatz 2 Nummer 1 des Energiesteuergesetzes zu versteuern ist, 4. elektrischen Strom zur Verwendung in Straßenfahrzeugen, soweit eine Rechtsverordnung der Bundesregierung nach § 37d Absatz 2 Satz 1 Nummer 11 dies zulässt und gegenüber der zuständigen Stelle nachgewiesen wird, dass der Strom ordnungsgemäß gemessen und überwacht wurde, 5. bis zum Verpflichtungsjahr 2026 Upstream-Emissionsminderungen, soweit eine Rechtsverordnung der Bundesregierung nach § 37d Absatz 2 Satz 1 Nummer 13 dies zulässt, 6. flüssige oder gasförmige erneuerbare Kraftstoffe nicht-biogenen Ursprungs, soweit eine Rechtsverordnung der Bundesregierung nach § 37d Absatz 2 Satz 1 Nummer 13 dies zulässt, 7. flüssige oder gasförmige erneuerbare Kraftstoffe nicht-biogenen Ursprungs, wenn sie als Zwischenprodukt zur Produktion konventioneller Kraftstoffe verwendet werden, soweit eine Rechtsverordnung der Bundesregierung nach § 37d Absatz 2 Satz 1 Nummer 13 dies zulässt, 8. flüssige oder gasförmige erneuerbare Kraftstoffe nicht-biogenen Ursprungs, die in einem raffinerietechnischen Verfahren gemeinsam mit mineralölstämmigen Ölen verarbeitet werden, wenn eine Rechtsverordnung der Bundesregierung nach § 37d Absatz 2 Satz 1 Nummer 13 dies zulässt, 9. andere Kraftstoffe, soweit eine Rechtsverordnung der Bundesregierung nach § 37d Absatz 2 Satz 1 Nummer 13 dies zulässt. Erfüllungsoptionen nach Satz 1 Nummer 6 bis 8 werden mindestens mit dem Doppelten ihres Energiegehaltes auf die Erfüllung der Verpflichtungen nach Absatz 1 Satz 1 und 2 in Verbindung mit dem Absatz 4 angerechnet.;;;
BImSchG;Gesetz zum Schutz vor schädlichen Umwelteinwirkungen durch Luftverunreinigungen, Geräusche, Erschütterungen und ähnliche Vorgänge;§ 37a;6;Pflichten für Inverkehrbringer von Kraftstoffen;(6) Die Erfüllung von Verpflichtungen nach Absatz 1 Satz 1 und 2 in Verbindung mit Absatz 4 kann durch Vertrag, der der Schriftform bedarf, auf einen Dritten, der nicht selbst Verpflichteter ist, übertragen werden. Der Vertrag muss mengenmäßige Angaben zum Umfang der vom Dritten gegenüber dem Verpflichteten eingegangenen Verpflichtung enthalten sowie Angaben, für welche Erfüllungsoptionen die Übertragung gilt. Außerdem muss der Vertrag Angaben zu den Treibhausgasemissionen der Kraftstoffe in Kilogramm Kohlenstoffdioxid-Äquivalent enthalten. Der Dritte kann den Vertrag ausschließlich durch Erfüllungsoptionen erfüllen, die er im Verpflichtungsjahr einsetzt oder eingesetzt hat. Abweichend von Satz 4 kann der Dritte Verträge nach Satz 3 auch durch Erfüllungsoptionen erfüllen, die er bereits im Vorjahr des Verpflichtungsjahres in Verkehr gebracht hat, wenn die Erfüllungsoptionen nicht bereits Gegenstand eines Vertrages nach Satz 1 waren und der Dritte im Vorjahr des Verpflichtungsjahres nicht selbst Verpflichteter gewesen ist. Absatz 1 Satz 2 und Absatz 5 Satz 1 und 2 gelten entsprechend. Bei Vorliegen der Voraussetzungen nach den Sätzen 1 bis 6 ist der Verpflichtete so zu behandeln, als hätte er die vom Dritten eingesetzten Erfüllungsoptionen im Verpflichtungsjahr selbst in Verkehr gebracht. Absatz 4 Satz 3 bis 10 gelten entsprechend. Die vom Dritten zur Erfüllung einer nach Satz 1 übertragenen Verpflichtung eingesetzten Erfüllungsoptionen können nicht zur Erfüllung der Verpflichtung eines weiteren Verpflichteten eingesetzt werden.;;;
BImSchG;Gesetz zum Schutz vor schädlichen Umwelteinwirkungen durch Luftverunreinigungen, Geräusche, Erschütterungen und ähnliche Vorgänge;§ 37a;7;Pflichten für Inverkehrbringer von Kraftstoffen;(7) Die Erfüllung von Verpflichtungen nach Absatz 1 Satz 1 und 2 in Verbindung mit Absatz 4 kann durch Vertrag, der der Schriftform bedarf, auf einen Dritten, der selbst Verpflichteter ist, übertragen werden. Absatz 6 Satz 2 gilt entsprechend. Der Vertrag zur Erfüllung von Verpflichtungen nach Absatz 1 Satz 1 und 2 in Verbindung mit Absatz 4 muss Angaben zum Umfang der vom Dritten im Verpflichtungsjahr sicherzustellenden Treibhausgasminderungsmenge in Kilogramm Kohlenstoffdioxid-Äquivalent enthalten. Der Dritte kann Verträge ausschließlich durch Erfüllungsoptionen erfüllen, die er im Verpflichtungsjahr einsetzt oder eingesetzt hat. Absatz 1 Satz 2 und Absatz 5 Satz 1 und 2 gelten entsprechend. Bei Vorliegen der Voraussetzungen nach den Sätzen 1 bis 4 wird zugunsten des Verpflichteten die vom Dritten erreichte Treibhausgasminderungsmenge ausschließlich bei der Berechnung der Treibhausgasemissionen nach Absatz 4 Satz 5 und 6 berücksichtigt. Im Fall des Satzes 6 Nummer 1 berechnet sich die Treibhausgasminderungsmenge in entsprechender Anwendung des Absatzes 4 Satz 3 bis 10. Die vom Dritten zur Erfüllung einer nach Satz 1 übertragenen Verpflichtung eingesetzten Treibhausgasminderungs- und Kraftstoffmengen können nicht zur Erfüllung der eigenen Verpflichtung des Dritten oder der Verpflichtung eines weiteren Verpflichteten eingesetzt werden.;;;
BImSchG;Gesetz zum Schutz vor schädlichen Umwelteinwirkungen durch Luftverunreinigungen, Geräusche, Erschütterungen und ähnliche Vorgänge;§ 37a;8;Pflichten für Inverkehrbringer von Kraftstoffen;(8) Treibhausgasminderungsmengen, die den nach Absatz 4 Satz 2 vorgeschriebenen Prozentsatz für ein bestimmtes Verpflichtungsjahr übersteigen, werden auf Antrag des Verpflichteten auf den Prozentsatz des folgenden Kalenderjahres angerechnet.;;;
BImSchG;Gesetz zum Schutz vor schädlichen Umwelteinwirkungen durch Luftverunreinigungen, Geräusche, Erschütterungen und ähnliche Vorgänge;§ 37b;1;Begriffsbestimmungen und Anrechenbarkeit von Biokraftstoffen;(1) Biokraftstoffe sind unbeschadet der Absätze 2 bis 6 Energieerzeugnisse ausschließlich aus Biomasse im Sinne der Biomasseverordnung vom 21. Juni 2001 (BGBl. I S. 1234), die zuletzt durch Artikel 12 des Gesetzes vom 21. Juli 2014 (BGBl. I S. 1066) geändert worden ist, in der jeweils geltenden Fassung. Energieerzeugnisse, die anteilig aus Biomasse hergestellt werden, gelten in Höhe dieses Anteils als Biokraftstoff.;;;
BImSchG;Gesetz zum Schutz vor schädlichen Umwelteinwirkungen durch Luftverunreinigungen, Geräusche, Erschütterungen und ähnliche Vorgänge;§ 37b;2;Begriffsbestimmungen und Anrechenbarkeit von Biokraftstoffen;(2) Fettsäuremethylester (Biodiesel) sind abweichend von Absatz 1 nur dann Biokraftstoffe, wenn sie aus biogenen Ölen oder Fetten gewonnen werden, die selbst Biomasse im Sinne der Biomasseverordnung sind, und wenn ihre Eigenschaften mindestens den Anforderungen für Biodiesel nach § 5 der Verordnung über die Beschaffenheit und die Auszeichnung der Qualitäten von Kraft- und Brennstoffen vom 8. Dezember 2010 (BGBl. I S. 1849), die durch Artikel 8 Absatz 1 der Verordnung vom 2. Mai 2013 (BGBl. I S. 1021) geändert worden ist, in der jeweils geltenden Fassung entsprechen. Biodiesel ist unter diesen Voraussetzungen in vollem Umfang als Biokraftstoff zu behandeln.;;;
BImSchG;Gesetz zum Schutz vor schädlichen Umwelteinwirkungen durch Luftverunreinigungen, Geräusche, Erschütterungen und ähnliche Vorgänge;§ 37b;3;Begriffsbestimmungen und Anrechenbarkeit von Biokraftstoffen;(3) Bioethanol ist abweichend von Absatz 1 nur dann Biokraftstoff, wenn es sich um Ethylalkohol ex Unterposition 2207 10 00 der Kombinierten Nomenklatur im Sinne des § 1a Satz 1 Nummer 2 des Energiesteuergesetzes handelt. Im Fall von Bioethanol, das fossilem Ottokraftstoff beigemischt wird, müssen die Eigenschaften des Bioethanols außerdem mindestens den Anforderungen der DIN EN 15376, Ausgabe März 2008 oder Ausgabe November 2009 oder Ausgabe April 2011, entsprechen. Im Fall von Bioethanol, das im Ethanolkraftstoff (E85) enthalten ist, müssen die Eigenschaften des Ethanolkraftstoffs (E85) außerdem mindestens den Anforderungen für Ethanolkraftstoff (E85) nach § 6 der Verordnung über die Beschaffenheit und die Auszeichnung der Qualitäten von Kraft- und Brennstoffen entsprechen. Für Energieerzeugnisse, die anteilig aus Bioethanol hergestellt werden, gelten für den Bioethanolanteil die Sätze 1 und 2 entsprechend.;;;
BImSchG;Gesetz zum Schutz vor schädlichen Umwelteinwirkungen durch Luftverunreinigungen, Geräusche, Erschütterungen und ähnliche Vorgänge;§ 37b;4;Begriffsbestimmungen und Anrechenbarkeit von Biokraftstoffen;(4) Pflanzenöl ist abweichend von Absatz 1 nur dann Biokraftstoff, wenn seine Eigenschaften mindestens den Anforderungen für Pflanzenölkraftstoff nach § 9 der Verordnung über die Beschaffenheit und die Auszeichnung der Qualitäten von Kraft- und Brennstoffen entsprechen.;;;
BImSchG;Gesetz zum Schutz vor schädlichen Umwelteinwirkungen durch Luftverunreinigungen, Geräusche, Erschütterungen und ähnliche Vorgänge;§ 37b;5;Begriffsbestimmungen und Anrechenbarkeit von Biokraftstoffen;(5) Hydrierte biogene Öle sind abweichend von Absatz 1 nur dann Biokraftstoffe, wenn sie aus biogenen Ölen oder Fetten gewonnen werden, die selbst Biomasse im Sinne der Biomasseverordnung sind, und wenn die Hydrierung nicht in einem raffinerietechnischen Verfahren gemeinsam mit mineralölstämmigen Ölen erfolgt ist. Hydrierte biogene Öle sind unter diesen Voraussetzungen in vollem Umfang als Biokraftstoff zu behandeln.;;;
BImSchG;Gesetz zum Schutz vor schädlichen Umwelteinwirkungen durch Luftverunreinigungen, Geräusche, Erschütterungen und ähnliche Vorgänge;§ 37b;6;Begriffsbestimmungen und Anrechenbarkeit von Biokraftstoffen;(6) Biomethan ist abweichend von Absatz 1 nur dann Biokraftstoff, wenn es den Anforderungen für Erdgas nach § 8 der Verordnung über die Beschaffenheit und die Auszeichnung der Qualitäten von Kraft- und Brennstoffen entspricht.;;;
BImSchG;Gesetz zum Schutz vor schädlichen Umwelteinwirkungen durch Luftverunreinigungen, Geräusche, Erschütterungen und ähnliche Vorgänge;§ 37b;7;Begriffsbestimmungen und Anrechenbarkeit von Biokraftstoffen;(7) Für die Kraftstoffe nach den Absätzen 1 bis 6 gilt § 11 der Verordnung über die Beschaffenheit und die Auszeichnung der Qualitäten von Kraft- und Brennstoffen entsprechend. Die in Satz 1 sowie den Absätzen 2 bis 4 und 6 genannten oder in Bezug genommenen Normen sind im Beuth Verlag GmbH, Berlin, erschienen und bei der Deutschen Nationalbibliothek archivmäßig gesichert niedergelegt.;;;
BImSchG;Gesetz zum Schutz vor schädlichen Umwelteinwirkungen durch Luftverunreinigungen, Geräusche, Erschütterungen und ähnliche Vorgänge;§ 37b;8;Begriffsbestimmungen und Anrechenbarkeit von Biokraftstoffen;"(8) Nicht auf die Erfüllung von Verpflichtungen nach § 37a Absatz 1 Satz 1 und 2 in Verbindung mit § 37a Absatz 4 angerechnet werden können 1. biogene Öle, die in einem raffinerietechnischen Verfahren gemeinsam mit mineralölstämmigen Ölen hydriert wurden, 2. der Biokraftstoffanteil von Energieerzeugnissen mit einem Bioethanolanteil von weniger als 70 Volumenprozent, denen Bioethanol enthaltende Waren der Unterposition 3824 90 99 der Kombinierten Nomenklatur zugesetzt wurden, 3. Biokraftstoffe, die vollständig oder teilweise aus tierischen Ölen oder Fetten hergestellt wurden, und 4. Wasserstoff aus biogenen Quellen. Abweichend von Satz 1 Nummer 3 und Absatz 1 Satz 1 können Biokraftstoffe, die vollständig oder teilweise aus tierischen Fetten und Ölen der Kategorie 1 und 2 gemäß Artikel 8 und 9 der Verordnung (EG) Nr. 1069/2009 des Europäischen Parlaments und des Rates vom 21. Oktober 2009 mit Hygienevorschriften für nicht für den menschlichen Verzehr bestimmte tierische Nebenprodukte und zur Aufhebung der Verordnung (EG) Nr. 1774/2002, die zuletzt durch die Verordnung (EU) 2019/1009 (ABl. L 170 vom 25.6.2019, S. 1) geändert worden ist, in ihrer jeweils geltenden Fassung bestehen, auf die Erfüllung von Verpflichtungen nach § 37a Absatz 1 Satz 1 und 2 in Verbindung mit § 37a Absatz 4 angerechnet werden. Abweichend von Satz 1 Nummer 4 und Absatz 1 Satz 1 wird Wasserstoff aus biogenen Quellen des Anhangs IX Teil A der Richtlinie (EU) 2018/2001, der in Straßenfahrzeugen eingesetzt wird, ab dem 1. Juli 2023 auf die Erfüllung nach § 37a Absatz 1 Satz 1 und 2 in Verbindung mit § 37a Absatz 4 angerechnet; eine Rechtsverordnung der Bundesregierung nach § 37d Absatz 2 Satz 1 Nummer 19 regelt weitere Bestimmungen. Ab dem Kalenderjahr 2023 wird für die Treibhausgasemissionen von Biokraftstoffen aus Rohstoffen mit hohem Risiko indirekter Landnutzungsänderung nach Artikel 3 der Verordnung (EU) 2019/807 der Basiswert zugrunde gelegt. Der Rechenfaktor nach § 37d Absatz 2 Satz 1 Nummer 2 für Biokraftstoffe aus Abwasser aus Palmölmühlen und leeren Palmfruchtbündeln beträgt eins.";;;
BImSchG;Gesetz zum Schutz vor schädlichen Umwelteinwirkungen durch Luftverunreinigungen, Geräusche, Erschütterungen und ähnliche Vorgänge;§ 37b;9;Begriffsbestimmungen und Anrechenbarkeit von Biokraftstoffen;(9) Das Bundesministerium für Umwelt, Naturschutz und nukleare Sicherheit gibt den Energiegehalt der verschiedenen Kraftstoffe sowie Änderungen ihres Energiegehaltes im Bundesanzeiger bekannt.;;;
BImSchG;Gesetz zum Schutz vor schädlichen Umwelteinwirkungen durch Luftverunreinigungen, Geräusche, Erschütterungen und ähnliche Vorgänge;§ 37c;1;Mitteilungs- und Abgabepflichten;(1) Verpflichtete haben der zuständigen Stelle jeweils bis zum Ablauf des 15. April des auf das Verpflichtungsjahr folgenden Kalenderjahres schriftlich mitzuteilen 1. die im Verpflichtungsjahr von ihnen in Verkehr gebrachte Menge fossilen Otto- und fossilen Dieselkraftstoffs, 2. die im Verpflichtungsjahr von ihnen eingesetzte Menge an Erfüllungsoptionen, bezogen auf die verschiedenen jeweils betroffenen Erfüllungsoptionen, und 3. die Treibhausgasemissionen in Kilogramm Kohlenstoffdioxid-Äquivalent der jeweiligen Mengen. In der Mitteilung sind darüber hinaus die Firma des Verpflichteten, der Ort der für das Inverkehrbringen verantwortlichen Niederlassung oder der Sitz des Unternehmens, die jeweils zugehörige Anschrift sowie der Name und die Anschrift des Vertretungsberechtigten anzugeben. Soweit die Erfüllung von Verpflichtungen nach § 37a Absatz 6 Satz 1 oder nach § 37a Absatz 7 Satz 1 vertraglich auf Dritte übertragen wurde, haben Verpflichtete der zuständigen Stelle zusätzlich die Angaben nach § 37a Absatz 6 Satz 2 oder Satz 3 oder § 37a Absatz 7 Satz 2 oder Satz 3 schriftlich mitzuteilen und eine Kopie des Vertrags mit dem Dritten vorzulegen. Im Fall des § 37a Absatz 6 hat der Dritte der zuständigen Stelle schriftlich mitzuteilen 1. die auf Grund seiner vertraglichen Verpflichtung von ihm im Verpflichtungsjahr in Verkehr gebrachte Menge Kraftstoff, bezogen auf die verschiedenen jeweils betroffenen Erfüllungsoptionen, und 2. die Treibhausgasemissionen in Kilogramm Kohlenstoffdioxid-Äquivalent der jeweiligen Mengen. Im Fall des § 37a Absatz 6 Satz 5 gilt dies entsprechend für die im Vorjahr des Verpflichtungsjahres vom Dritten eingesetzte Erfüllungsoptionen. Im Fall des § 37a Absatz 7 hat der Dritte der zuständigen Stelle die auf Grund seiner vertraglichen Verpflichtung von ihm im Verpflichtungsjahr in Verkehr gebrachte Menge Kraftstoff, bezogen auf die verschiedenen jeweils betroffenen Erfüllungsoptionen, und die auf Grund seiner vertraglichen Verpflichtung im Verpflichtungsjahr sichergestellte Treibhausgasminderungsmenge in Kilogramm Kohlenstoffdioxid-Äquivalent schriftlich mitzuteilen. Die zuständige Stelle erteilt jedem Verpflichteten eine Registriernummer und führt ein elektronisches Register, das für alle Verpflichteten die nach den Sätzen 1 bis 6 erforderlichen Angaben enthält.;;;
BImSchG;Gesetz zum Schutz vor schädlichen Umwelteinwirkungen durch Luftverunreinigungen, Geräusche, Erschütterungen und ähnliche Vorgänge;§ 37c;2;Mitteilungs- und Abgabepflichten;(2) Soweit Verpflichtete einer Verpflichtung nach § 37a Absatz 1 Satz 1 und 2 in Verbindung mit § 37a Absatz 4 nicht nachkommen, setzt die zuständige Stelle eine Abgabe fest für die Fehlmenge der zu mindernden Treibhausgasemissionen oder für die nach dem Energiegehalt berechnete Fehlmenge an Kraftstoff. Die Abgabenschuld des Verpflichteten entsteht mit Ablauf des 15. Aprils des auf das Verpflichtungsjahr folgenden Kalenderjahres. In den Fällen, in denen ein Verpflichteter durch eine Rechtsverordnung der Bundesregierung nach § 37d Absatz 2 Satz 1 Nummer 8 einen Mindestanteil bestimmter Biokraftstoffe oder anderer erneuerbarer Kraftstoffe in Verkehr zu bringen hat, setzt die zuständige Stelle bis einschließlich zum Verpflichtungsjahr 2021 eine Abgabe in Höhe von 19 Euro pro Gigajoule und ab dem Verpflichtungsjahr 2022 eine Abgabe in Höhe von 45 Euro pro Gigajoule fest. In den Fällen des § 37a Absatz 4 wird die Abgabe nach der Fehlmenge der zu mindernden Treibhausgasemissionen berechnet und beträgt bis einschließlich zum Verpflichtungsjahr 2021 0,47 Euro pro Kilogramm Kohlenstoffdioxid-Äquivalent und ab dem Verpflichtungsjahr 2022 0,60 Euro pro Kilogramm Kohlenstoffdioxid-Äquivalent. Soweit im Falle des § 37a Absatz 6 Satz 1 oder des § 37a Absatz 7 Satz 1 der Dritte seine vertragliche Verpflichtung nicht erfüllt, setzt die zuständige Stelle die Abgabe gegen den Verpflichteten fest.;;;
BImSchG;Gesetz zum Schutz vor schädlichen Umwelteinwirkungen durch Luftverunreinigungen, Geräusche, Erschütterungen und ähnliche Vorgänge;§ 37c;3;Mitteilungs- und Abgabepflichten;(3) Soweit der Verpflichtete der zuständigen Stelle die nach Absatz 1 Satz 1 und 3 erforderlichen Angaben nicht oder nicht ordnungsgemäß mitgeteilt hat, schätzt die zuständige Stelle die vom Verpflichteten im Verpflichtungsjahr in Verkehr gebrachten Mengen an Kraftstoffen und auch die Treibhausgasminderung. Die Schätzung ist unwiderlegliche Basis für die Verpflichtung nach § 37a Absatz 1 Satz 1 und 2 in Verbindung mit § 37a Absatz 4. Die Schätzung unterbleibt, soweit der Verpflichtete im Rahmen der Anhörung zum Festsetzungsbescheid nach Absatz 2 Satz 1 in Verbindung mit Absatz 2 Satz 3, 4 oder Satz 5 die Mitteilung nachholt. Soweit ein Dritter die nach Absatz 1 Satz 4 bis 6 erforderlichen Angaben nicht ordnungsgemäß mitgeteilt hat, geht die zuständige Stelle davon aus, dass der Dritte die von ihm eingegangene Verpflichtung nicht erfüllt hat. Satz 4 gilt nicht, soweit der Dritte im Rahmen der Anhörung zum Festsetzungsbescheid gegen den Verpflichteten nach Absatz 2 Satz 6 diese Mitteilung nachholt.;;;
BImSchG;Gesetz zum Schutz vor schädlichen Umwelteinwirkungen durch Luftverunreinigungen, Geräusche, Erschütterungen und ähnliche Vorgänge;§ 37c;4;Mitteilungs- und Abgabepflichten;(4) In den Fällen des § 37a Absatz 3 Satz 2 hat der Steuerlagerinhaber dem zuständigen Hauptzollamt mit der monatlichen Energiesteueranmeldung die für jeden Verpflichteten in Verkehr gebrachte Menge an Energieerzeugnissen schriftlich mitzuteilen. In den Fällen des § 37a Absatz 3 Satz 4 hat der Steuerlagerinhaber der zuständigen Stelle die in einem Verpflichtungsjahr für jeden Verpflichteten in Verkehr gebrachte Menge an Energieerzeugnissen zum Ablauf des 1. Februar des folgenden Kalenderjahres schriftlich mitzuteilen. Im Falle des § 37a Absatz 3 Satz 5 hat der Erlaubnisinhaber der zuständigen Stelle die in einem Verpflichtungsjahr für den Vertragspartner in Verkehr gebrachten Mengen zum Ablauf des 1. Februar des folgenden Kalenderjahres schriftlich mitzuteilen.;;;
BImSchG;Gesetz zum Schutz vor schädlichen Umwelteinwirkungen durch Luftverunreinigungen, Geräusche, Erschütterungen und ähnliche Vorgänge;§ 37c;5;Mitteilungs- und Abgabepflichten;(5) Hinsichtlich der Absätze 1 bis 4 finden die für die Verbrauchsteuern geltenden Vorschriften der Abgabenordnung entsprechende Anwendung. Die Mitteilungen nach Absatz 1 und Absatz 4 gelten als Steueranmeldungen im Sinne der Abgabenordnung. § 170 Absatz 2 Satz 1 Nummer 1 der Abgabenordnung findet Anwendung. In den Fällen des Absatzes 2 ist der Verpflichtete vor der Festsetzung der Abgabe anzuhören.;;;
